Date,Close/Last,Open,High,Low,Name
2020-09-01,28645.66,28439.61,28659.26,28290.72,Dow Jones Industrial Average
2020-08-31,28430.05,28643.66,28643.66,28363.55,Dow Jones Industrial Average
2020-08-28,28653.87,28601.29,28733.35,28487.98,Dow Jones Industrial Average
2020-08-27,28492.27,28384.07,28634.22,28363.93,Dow Jones Industrial Average
2020-08-26,28331.92,28257.88,28353.8,28153.91,Dow Jones Industrial Average
2020-08-25,28248.44,28347.42,28400.74,28094.57,Dow Jones Industrial Average
2020-08-24,28308.46,28077.58,28314.94,28041.75,Dow Jones Industrial Average
2020-08-21,27930.33,27758.13,27959.48,27686.78,Dow Jones Industrial Average
2020-08-20,27739.73,27622.68,27781.46,27526.25,Dow Jones Industrial Average
2020-08-19,27692.88,27811.26,27920.42,27647.67,Dow Jones Industrial Average
2020-08-18,27778.07,27853.48,27891.12,27668.79,Dow Jones Industrial Average
2020-08-17,27844.91,27970.05,27999.81,27816.4,Dow Jones Industrial Average
2020-08-14,27931.02,27828.93,27977.81,27759.39,Dow Jones Industrial Average
2020-08-13,27896.72,27922.51,27986.1,27789.78,Dow Jones Industrial Average
2020-08-12,27976.84,27860.24,28043.89,27843.32,Dow Jones Industrial Average
2020-08-11,27686.91,27961.64,28154.88,27624.51,Dow Jones Industrial Average
2020-08-10,27791.44,27488.21,27803.86,27488.21,Dow Jones Industrial Average
2020-08-07,27433.48,27321.68,27456.24,27223.55,Dow Jones Industrial Average
2020-08-06,27386.98,27170.82,27394.1,27145.25,Dow Jones Industrial Average
2020-08-05,27201.52,26924.78,27221.67,26924.78,Dow Jones Industrial Average
2020-08-04,26828.47,26664.61,26832.72,26597.82,Dow Jones Industrial Average
2020-08-03,26664.4,26542.32,26707.26,26534.38,Dow Jones Industrial Average
2020-07-31,26428.32,26409.33,26440.02,26013.59,Dow Jones Industrial Average
2020-07-30,26313.65,26367.42,26374.93,25992.28,Dow Jones Industrial Average
2020-07-29,26539.57,26388.44,26602.45,26375.39,Dow Jones Industrial Average
2020-07-28,26379.28,26529.45,26556.84,26361.71,Dow Jones Industrial Average
2020-07-27,26584.77,26447.67,26625.46,26426.92,Dow Jones Industrial Average
2020-07-24,26469.89,26533.41,26625.7,26402.86,Dow Jones Industrial Average
2020-07-23,26652.33,26955.97,26973.85,26560.04,Dow Jones Industrial Average
2020-07-22,27005.84,26824.56,27035.24,26794.19,Dow Jones Industrial Average
2020-07-21,26840.4,26833.14,27025.38,26766.22,Dow Jones Industrial Average
2020-07-20,26680.87,26660.29,26765.02,26504.2,Dow Jones Industrial Average
2020-07-17,26671.95,26774.62,26808.43,26619.88,Dow Jones Industrial Average
2020-07-16,26734.71,26746.57,26879.16,26590.01,Dow Jones Industrial Average
2020-07-15,26870.1,27009.81,27071.33,26692.48,Dow Jones Industrial Average
2020-07-14,26642.59,26044.17,26690.52,25994.98,Dow Jones Industrial Average
2020-07-13,26085.8,26225.07,26639.09,26044.23,Dow Jones Industrial Average
2020-07-10,26075.3,25690.35,26101.32,25637.5,Dow Jones Industrial Average
2020-07-09,25706.09,26094.92,26103.28,25523.51,Dow Jones Industrial Average
2020-07-08,26067.28,25950.06,26109.49,25816.25,Dow Jones Industrial Average
2020-07-07,25890.18,26172.01,26174.93,25866.58,Dow Jones Industrial Average
2020-07-06,26287.03,25996.08,26297.53,25996.08,Dow Jones Industrial Average
2020-07-02,25827.36,25936.45,26204.41,25778.12,Dow Jones Industrial Average
2020-07-01,25734.97,25879.38,26019.31,25713.61,Dow Jones Industrial Average
2020-06-30,25812.88,25512.43,25905.38,25475.14,Dow Jones Industrial Average
2020-06-29,25595.8,25152.45,25601.15,25096.16,Dow Jones Industrial Average
2020-06-26,25015.55,25641.69,25641.69,24971.03,Dow Jones Industrial Average
2020-06-25,25745.6,25365.22,25769.61,25209.79,Dow Jones Industrial Average
2020-06-24,25445.94,25992.96,25992.96,25296.73,Dow Jones Industrial Average
2020-06-23,26156.1,26159.39,26314.97,26105.97,Dow Jones Industrial Average
2020-06-22,26024.96,25865.08,26059.81,25667.68,Dow Jones Industrial Average
2020-06-19,25871.46,26213.1,26451.44,25759.66,Dow Jones Industrial Average
2020-06-18,26080.1,26016.45,26154.2,25848.53,Dow Jones Industrial Average
2020-06-17,26119.61,26330.52,26400.07,26068.41,Dow Jones Industrial Average
2020-06-16,26289.98,26326.68,26611.03,25811.7,Dow Jones Industrial Average
2020-06-15,25763.16,25270.39,25891.58,24843.18,Dow Jones Industrial Average
2020-06-12,25605.54,25659.42,25965.55,25078.41,Dow Jones Industrial Average
2020-06-11,25128.17,26282.51,26294.08,25082.72,Dow Jones Industrial Average
2020-06-10,26989.99,27251.89,27355.22,26938.05,Dow Jones Industrial Average
2020-06-09,27272.3,27447.37,27447.37,27151.06,Dow Jones Industrial Average
2020-06-08,27572.44,27232.93,27580.21,27232.48,Dow Jones Industrial Average
2020-06-05,27110.98,26836.8,27338.3,26836.8,Dow Jones Industrial Average
2020-06-04,26281.82,26226.49,26384.1,26082.31,Dow Jones Industrial Average
2020-06-03,26269.89,25906.88,26337.75,25906.88,Dow Jones Industrial Average
2020-06-02,25742.65,25582.52,25743.13,25523.74,Dow Jones Industrial Average
2020-06-01,25475.02,25342.99,25508.83,25220.66,Dow Jones Industrial Average
2020-05-29,25383.11,25324.15,25482.8,25031.67,Dow Jones Industrial Average
2020-05-28,25400.64,25697.36,25758.79,25358.73,Dow Jones Industrial Average
2020-05-27,25548.27,25298.63,25551.56,25009.87,Dow Jones Industrial Average
2020-05-26,24995.11,24781.84,25176.42,24781.84,Dow Jones Industrial Average
2020-05-22,24465.16,24461.98,24481.64,24294.07,Dow Jones Industrial Average
2020-05-21,24474.12,24564.27,24718.46,24370.88,Dow Jones Industrial Average
2020-05-20,24575.9,24455.94,24649.48,24455.94,Dow Jones Industrial Average
2020-05-19,24206.86,24577.48,24599.5,24202.96,Dow Jones Industrial Average
2020-05-18,24597.37,24059.98,24708.54,24059.98,Dow Jones Industrial Average
2020-05-15,23685.42,23454.83,23730.08,23354.15,Dow Jones Industrial Average
2020-05-14,23625.34,23049.06,23630.86,22789.62,Dow Jones Industrial Average
2020-05-13,23247.97,23702.16,23708.9,23067.64,Dow Jones Industrial Average
2020-05-12,23764.78,24292.84,24382.09,23761.58,Dow Jones Industrial Average
2020-05-11,24221.99,24256.45,24366.21,24070.22,Dow Jones Industrial Average
2020-05-08,24331.32,24107.82,24349.9,24107.05,Dow Jones Industrial Average
2020-05-07,23875.89,23837.21,24094.62,23834.39,Dow Jones Industrial Average
2020-05-06,23664.64,23978.88,24054.59,23661.14,Dow Jones Industrial Average
2020-05-05,23883.09,23958.88,24169.72,23868.91,Dow Jones Industrial Average
2020-05-04,23749.76,23581.55,23769.56,23361.16,Dow Jones Industrial Average
2020-05-01,23723.69,24120.78,24120.78,23645.3,Dow Jones Industrial Average
2020-04-30,24345.72,24585.57,24585.57,24186.9,Dow Jones Industrial Average
2020-04-29,24633.86,24490.37,24764.77,24453.99,Dow Jones Industrial Average
2020-04-28,24101.55,24357.17,24512.24,24031.2,Dow Jones Industrial Average
2020-04-27,24133.78,23866.15,24207.65,23840.61,Dow Jones Industrial Average
2020-04-24,23775.27,23628.24,23826.0,23417.68,Dow Jones Industrial Average
2020-04-23,23515.26,23543.09,23885.36,23483.35,Dow Jones Industrial Average
2020-04-22,23475.82,23437.34,23613.1,23339.6,Dow Jones Industrial Average
2020-04-21,23018.88,23365.25,23365.25,22941.88,Dow Jones Industrial Average
2020-04-20,23650.44,24095.1,24108.69,23627.19,Dow Jones Industrial Average
2020-04-17,24242.49,23817.15,24264.21,23817.15,Dow Jones Industrial Average
2020-04-16,23537.68,23543.66,23598.08,23211.38,Dow Jones Industrial Average
2020-04-15,23504.35,23600.72,23649.72,23233.32,Dow Jones Industrial Average
2020-04-14,23949.76,23690.57,24040.58,23683.44,Dow Jones Industrial Average
2020-04-13,23390.77,23698.93,23698.93,23095.35,Dow Jones Industrial Average
2020-04-09,23719.37,23690.66,24008.99,23504.09,Dow Jones Industrial Average
2020-04-08,23433.57,22893.47,23513.4,22682.99,Dow Jones Industrial Average
2020-04-07,22653.86,23537.44,23617.24,22634.45,Dow Jones Industrial Average
2020-04-06,22679.99,21693.63,22783.45,21693.63,Dow Jones Industrial Average
2020-04-03,21052.53,21285.93,21447.81,20863.09,Dow Jones Industrial Average
2020-04-02,21413.44,20819.46,21477.77,20735.02,Dow Jones Industrial Average
2020-04-01,20943.51,21227.38,21487.24,20784.43,Dow Jones Industrial Average
2020-03-31,21917.16,22208.42,22480.37,21852.08,Dow Jones Industrial Average
2020-03-30,22327.48,21678.22,22378.09,21522.08,Dow Jones Industrial Average
2020-03-27,21636.78,21898.47,22327.57,21469.27,Dow Jones Industrial Average
2020-03-26,22552.17,21468.38,22595.06,21427.1,Dow Jones Industrial Average
2020-03-25,21200.55,21050.34,22019.93,20538.34,Dow Jones Industrial Average
2020-03-24,20704.91,19722.19,20737.7,19649.25,Dow Jones Industrial Average
2020-03-23,18591.93,19028.36,19121.01,18213.65,Dow Jones Industrial Average
2020-03-20,19173.98,20253.15,20531.26,19094.27,Dow Jones Industrial Average
2020-03-19,20087.19,19830.01,20442.63,19177.13,Dow Jones Industrial Average
2020-03-18,19898.92,20188.69,20489.33,18917.46,Dow Jones Industrial Average
2020-03-17,21237.38,20487.05,21379.35,19882.26,Dow Jones Industrial Average
2020-03-16,20188.52,20917.53,21768.28,20116.46,Dow Jones Industrial Average
2020-03-13,23185.62,21973.82,23189.76,21285.37,Dow Jones Industrial Average
2020-03-12,21200.62,22184.71,22837.95,21154.46,Dow Jones Industrial Average
2020-03-11,23553.22,24604.63,24604.63,23328.32,Dow Jones Industrial Average
2020-03-10,25018.16,24453.0,25020.99,23690.34,Dow Jones Industrial Average
2020-03-09,23851.02,24992.36,24992.36,23706.07,Dow Jones Industrial Average
2020-03-06,25864.78,25457.21,25994.38,25226.62,Dow Jones Industrial Average
2020-03-05,26121.28,26671.92,26671.92,25943.33,Dow Jones Industrial Average
2020-03-04,27090.86,26383.68,27102.34,26286.31,Dow Jones Industrial Average
2020-03-03,25917.41,26762.47,27084.59,25706.28,Dow Jones Industrial Average
2020-03-02,26703.32,25590.51,26706.17,25391.96,Dow Jones Industrial Average
2020-02-28,25409.36,25270.83,25494.24,24681.01,Dow Jones Industrial Average
2020-02-27,25766.64,26526.0,26775.31,25752.82,Dow Jones Industrial Average
2020-02-26,26957.59,27159.46,27542.78,26890.97,Dow Jones Industrial Average
2020-02-25,27081.36,28037.65,28149.2,26997.62,Dow Jones Industrial Average
2020-02-24,27960.8,28402.93,28402.93,27912.44,Dow Jones Industrial Average
2020-02-21,28992.41,29146.53,29146.53,28892.7,Dow Jones Industrial Average
2020-02-20,29219.98,29296.25,29368.45,28959.65,Dow Jones Industrial Average
2020-02-19,29348.03,29312.7,29409.09,29274.38,Dow Jones Industrial Average
2020-02-18,29232.19,29282.78,29330.16,29116.81,Dow Jones Industrial Average
2020-02-14,29398.08,29440.47,29463.04,29283.18,Dow Jones Industrial Average
2020-02-13,29423.31,29436.03,29535.4,29345.93,Dow Jones Industrial Average
2020-02-12,29551.42,29406.75,29568.57,29406.75,Dow Jones Industrial Average
2020-02-11,29276.34,29390.71,29415.39,29210.47,Dow Jones Industrial Average
2020-02-10,29276.82,28995.66,29278.07,28995.66,Dow Jones Industrial Average
2020-02-07,29102.51,29286.92,29286.92,29056.98,Dow Jones Industrial Average
2020-02-06,29379.77,29388.58,29408.05,29246.93,Dow Jones Industrial Average
2020-02-05,29290.85,29048.73,29308.89,29000.85,Dow Jones Industrial Average
2020-02-04,28807.63,28696.74,28904.88,28696.74,Dow Jones Industrial Average
2020-02-03,28399.81,28319.65,28630.39,28319.65,Dow Jones Industrial Average
2020-01-31,28256.03,28813.04,28813.04,28169.53,Dow Jones Industrial Average
2020-01-30,28859.44,28640.16,28879.71,28489.76,Dow Jones Industrial Average
2020-01-29,28734.45,28820.53,28944.24,28728.19,Dow Jones Industrial Average
2020-01-28,28722.85,28594.28,28823.23,28575.75,Dow Jones Industrial Average
2020-01-27,28535.8,28542.49,28671.79,28440.47,Dow Jones Industrial Average
2020-01-24,28989.73,29230.39,29288.79,28843.31,Dow Jones Industrial Average
2020-01-23,29160.09,29111.02,29190.47,28966.98,Dow Jones Industrial Average
2020-01-22,29186.27,29263.63,29320.2,29172.26,Dow Jones Industrial Average
2020-01-21,29196.04,29269.05,29341.21,29146.47,Dow Jones Industrial Average
2020-01-17,29348.1,29313.31,29373.62,29289.91,Dow Jones Industrial Average
2020-01-16,29297.64,29131.95,29300.32,29131.95,Dow Jones Industrial Average
2020-01-15,29030.22,28901.8,29127.59,28897.35,Dow Jones Industrial Average
2020-01-14,28939.67,28895.5,29054.16,28872.27,Dow Jones Industrial Average
2020-01-13,28907.05,28869.01,28909.91,28819.43,Dow Jones Industrial Average
2020-01-10,28823.77,28977.52,29009.07,28789.1,Dow Jones Industrial Average
2020-01-09,28956.9,28851.97,28988.01,28844.31,Dow Jones Industrial Average
2020-01-08,28745.09,28556.14,28866.18,28522.51,Dow Jones Industrial Average
2020-01-07,28583.68,28639.18,28685.5,28565.28,Dow Jones Industrial Average
2020-01-06,28703.38,28465.5,28708.02,28418.63,Dow Jones Industrial Average
2020-01-03,28634.88,28553.33,28716.31,28500.36,Dow Jones Industrial Average
2020-01-02,28868.8,28638.97,28872.8,28627.77,Dow Jones Industrial Average
2019-12-31,28538.44,28414.64,28547.35,28376.49,Dow Jones Industrial Average
2019-12-30,28462.14,28654.76,28664.69,28428.98,Dow Jones Industrial Average
2019-12-27,28645.26,28675.34,28701.66,28608.98,Dow Jones Industrial Average
2019-12-26,28621.39,28539.46,28624.1,28535.15,Dow Jones Industrial Average
2019-12-24,28515.45,28572.57,28576.8,28503.21,Dow Jones Industrial Average
2019-12-23,28551.53,28491.78,28582.49,28491.78,Dow Jones Industrial Average
2019-12-20,28455.09,28608.64,28608.64,28445.6,Dow Jones Industrial Average
2019-12-19,28376.96,28278.31,28381.48,28278.24,Dow Jones Industrial Average
2019-12-18,28239.28,28291.44,28323.25,28239.28,Dow Jones Industrial Average
2019-12-17,28267.16,28221.75,28328.63,28220.56,Dow Jones Industrial Average
2019-12-16,28235.89,28191.67,28337.49,28191.67,Dow Jones Industrial Average
2019-12-13,28135.38,28123.64,28290.73,28028.32,Dow Jones Industrial Average
2019-12-12,28132.05,27898.34,28224.95,27859.87,Dow Jones Industrial Average
2019-12-11,27911.3,27867.31,27925.5,27801.8,Dow Jones Industrial Average
2019-12-10,27881.72,27900.65,27949.02,27804.0,Dow Jones Industrial Average
2019-12-09,27909.6,27987.05,28010.42,27906.14,Dow Jones Industrial Average
2019-12-06,28015.06,27839.68,28035.85,27839.68,Dow Jones Industrial Average
2019-12-05,27677.79,27736.05,27745.2,27562.8,Dow Jones Industrial Average
2019-12-04,27649.78,27634.63,27727.45,27612.08,Dow Jones Industrial Average
2019-12-03,27502.81,27501.98,27524.74,27325.13,Dow Jones Industrial Average
2019-12-02,27783.04,28109.74,28109.84,27782.35,Dow Jones Industrial Average
2019-11-29,28051.41,28103.16,28119.51,28042.53,Dow Jones Industrial Average
2019-11-27,28164.0,28156.47,28174.97,28075.23,Dow Jones Industrial Average
2019-11-26,28121.68,28080.75,28146.02,28042.21,Dow Jones Industrial Average
2019-11-25,28066.47,27917.77,28068.69,27917.77,Dow Jones Industrial Average
2019-11-22,27875.62,27831.23,27898.46,27773.98,Dow Jones Industrial Average
2019-11-21,27766.29,27820.28,27828.33,27708.34,Dow Jones Industrial Average
2019-11-20,27821.09,27879.55,27897.28,27675.28,Dow Jones Industrial Average
2019-11-19,27934.02,28079.76,28090.21,27894.52,Dow Jones Industrial Average
2019-11-18,28036.22,27993.22,28040.97,27969.24,Dow Jones Industrial Average
2019-11-15,28004.89,27843.54,28004.89,27843.54,Dow Jones Industrial Average
2019-11-14,27781.96,27757.2,27800.71,27676.97,Dow Jones Industrial Average
2019-11-13,27783.59,27622.04,27806.4,27587.2,Dow Jones Industrial Average
2019-11-12,27691.49,27701.59,27770.86,27635.32,Dow Jones Industrial Average
2019-11-11,27691.49,27580.66,27714.39,27517.67,Dow Jones Industrial Average
2019-11-08,27681.24,27686.2,27694.95,27578.97,Dow Jones Industrial Average
2019-11-07,27674.8,27590.16,27774.67,27590.16,Dow Jones Industrial Average
2019-11-06,27492.56,27502.74,27526.05,27407.81,Dow Jones Industrial Average
2019-11-05,27492.63,27500.23,27560.36,27453.55,Dow Jones Industrial Average
2019-11-04,27462.11,27402.06,27517.58,27402.06,Dow Jones Industrial Average
2019-11-01,27347.36,27142.95,27347.43,27142.95,Dow Jones Industrial Average
2019-10-31,27046.23,27188.37,27188.37,26918.29,Dow Jones Industrial Average
2019-10-30,27186.69,27110.71,27204.36,26999.64,Dow Jones Industrial Average
2019-10-29,27071.42,27061.07,27165.94,27039.76,Dow Jones Industrial Average
2019-10-28,27090.72,27040.33,27167.88,27028.71,Dow Jones Industrial Average
2019-10-25,26958.06,26789.61,27015.37,26765.68,Dow Jones Industrial Average
2019-10-24,26805.53,26893.93,26931.78,26714.34,Dow Jones Industrial Average
2019-10-23,26833.95,26835.24,26896.89,26745.0,Dow Jones Industrial Average
2019-10-22,26788.1,26850.43,26946.64,26782.61,Dow Jones Industrial Average
2019-10-21,26827.64,26852.67,26852.67,26747.62,Dow Jones Industrial Average
2019-10-18,26770.2,27004.49,27018.25,26770.13,Dow Jones Industrial Average
2019-10-17,27025.88,27032.38,27112.16,26970.29,Dow Jones Industrial Average
2019-10-16,27001.98,26972.31,27058.34,26943.29,Dow Jones Industrial Average
2019-10-15,27024.8,26811.2,27120.11,26811.2,Dow Jones Industrial Average
2019-10-14,26787.36,26766.43,26874.33,26749.18,Dow Jones Industrial Average
2019-10-11,26816.59,26694.2,27013.97,26694.2,Dow Jones Industrial Average
2019-10-10,26496.67,26317.35,26603.31,26314.51,Dow Jones Industrial Average
2019-10-09,26346.01,26308.23,26424.31,26249.75,Dow Jones Industrial Average
2019-10-08,26164.04,26276.59,26421.81,26139.8,Dow Jones Industrial Average
2019-10-07,26478.02,26502.33,26655.84,26424.54,Dow Jones Industrial Average
2019-10-04,26573.72,26271.7,26590.74,26271.7,Dow Jones Industrial Average
2019-10-03,26201.04,26039.02,26205.2,25743.46,Dow Jones Industrial Average
2019-10-02,26078.62,26425.86,26438.04,25974.12,Dow Jones Industrial Average
2019-10-01,26573.04,26962.54,27046.21,26562.22,Dow Jones Industrial Average
2019-09-30,26916.83,26852.33,26998.86,26852.33,Dow Jones Industrial Average
2019-09-27,26820.25,26987.26,27012.54,26715.82,Dow Jones Industrial Average
2019-09-26,26891.12,27004.11,27015.07,26803.84,Dow Jones Industrial Average
2019-09-25,26970.71,26866.71,27016.56,26755.86,Dow Jones Industrial Average
2019-09-24,26807.77,27034.07,27079.68,26704.96,Dow Jones Industrial Average
2019-09-23,26949.99,26851.45,27011.07,26831.34,Dow Jones Industrial Average
2019-09-20,26935.07,27102.18,27194.75,26926.68,Dow Jones Industrial Average
2019-09-19,27094.79,27186.05,27272.17,27064.21,Dow Jones Industrial Average
2019-09-18,27147.08,27075.39,27161.93,26899.15,Dow Jones Industrial Average
2019-09-17,27110.8,27010.12,27110.8,26984.14,Dow Jones Industrial Average
2019-09-16,27076.82,27146.06,27172.87,27032.56,Dow Jones Industrial Average
2019-09-13,27219.52,27216.67,27277.55,27193.95,Dow Jones Industrial Average
2019-09-12,27182.45,27197.32,27306.73,27105.01,Dow Jones Industrial Average
2019-09-11,27137.04,26928.05,27137.04,26885.48,Dow Jones Industrial Average
2019-09-10,26909.43,26805.83,26909.43,26717.05,Dow Jones Industrial Average
2019-09-09,26835.51,26866.23,26900.83,26762.18,Dow Jones Industrial Average
2019-09-06,26797.46,26790.25,26860.87,26708.39,Dow Jones Industrial Average
2019-09-05,26728.15,26603.15,26836.3,26603.15,Dow Jones Industrial Average
2019-09-04,26355.47,26301.99,26362.35,26244.44,Dow Jones Industrial Average
2019-09-03,26118.02,26198.26,26198.26,25978.22,Dow Jones Industrial Average
2019-08-30,26403.28,26476.39,26514.62,26295.59,Dow Jones Industrial Average
2019-08-29,26362.25,26249.09,26408.84,26185.71,Dow Jones Industrial Average
2019-08-28,26036.1,25712.99,26041.57,25637.43,Dow Jones Industrial Average
2019-08-27,25777.9,26014.46,26054.02,25721.85,Dow Jones Industrial Average
2019-08-26,25898.83,25826.05,25941.25,25716.39,Dow Jones Industrial Average
2019-08-23,25628.9,26134.21,26320.29,25507.18,Dow Jones Industrial Average
2019-08-22,26252.24,26271.64,26388.78,26099.01,Dow Jones Industrial Average
2019-08-21,26202.73,26145.36,26268.32,26141.77,Dow Jones Industrial Average
2019-08-20,25962.44,26086.86,26160.12,25952.0,Dow Jones Industrial Average
2019-08-19,26135.79,26020.06,26222.32,26020.06,Dow Jones Industrial Average
2019-08-16,25886.01,25678.17,25929.65,25678.17,Dow Jones Industrial Average
2019-08-15,25579.39,25514.25,25639.69,25339.6,Dow Jones Industrial Average
2019-08-14,25479.42,26035.08,26035.08,25471.59,Dow Jones Industrial Average
2019-08-13,26279.91,25888.88,26426.97,25833.25,Dow Jones Industrial Average
2019-08-12,25897.71,26169.91,26178.95,25824.94,Dow Jones Industrial Average
2019-08-09,26287.44,26337.09,26413.36,26097.64,Dow Jones Industrial Average
2019-08-08,26378.19,26086.52,26383.61,26038.1,Dow Jones Industrial Average
2019-08-07,26007.07,25814.22,26073.21,25440.39,Dow Jones Industrial Average
2019-08-06,26029.52,25810.62,26038.68,25710.87,Dow Jones Industrial Average
2019-08-05,25717.74,26259.23,26259.23,25523.38,Dow Jones Industrial Average
2019-08-02,26485.01,26528.66,26570.02,26249.22,Dow Jones Industrial Average
2019-08-01,26583.42,26879.86,27175.59,26548.71,Dow Jones Industrial Average
2019-07-31,26864.27,27244.67,27281.65,26719.6,Dow Jones Industrial Average
2019-07-30,27198.02,27145.39,27224.36,27069.86,Dow Jones Industrial Average
2019-07-29,27221.35,27192.24,27275.85,27178.06,Dow Jones Industrial Average
2019-07-26,27192.45,27166.0,27213.7,27123.25,Dow Jones Industrial Average
2019-07-25,27140.98,27247.39,27298.43,27062.48,Dow Jones Industrial Average
2019-07-24,27269.97,27262.24,27291.04,27191.12,Dow Jones Industrial Average
2019-07-23,27349.19,27231.86,27368.81,27204.58,Dow Jones Industrial Average
2019-07-22,27171.9,27174.18,27227.77,27088.9,Dow Jones Industrial Average
2019-07-19,27154.2,27246.38,27342.96,27145.78,Dow Jones Industrial Average
2019-07-18,27222.97,27191.98,27266.81,27068.79,Dow Jones Industrial Average
2019-07-17,27219.85,27320.91,27343.06,27218.38,Dow Jones Industrial Average
2019-07-16,27335.63,27349.32,27398.68,27290.24,Dow Jones Industrial Average
2019-07-15,27359.16,27364.69,27364.69,27294.17,Dow Jones Industrial Average
2019-07-12,27332.03,27139.49,27333.79,27135.45,Dow Jones Industrial Average
2019-07-11,27088.08,26950.16,27088.45,26916.32,Dow Jones Industrial Average
2019-07-10,26860.2,26851.96,26983.45,26813.11,Dow Jones Industrial Average
2019-07-09,26783.49,26725.12,26807.7,26665.57,Dow Jones Industrial Average
2019-07-08,26806.14,26835.64,26839.14,26744.87,Dow Jones Industrial Average
2019-07-05,26922.12,26867.75,26950.81,26733.33,Dow Jones Industrial Average
2019-07-03,26966.0,26832.32,26966.0,26831.44,Dow Jones Industrial Average
2019-07-02,26786.68,26719.53,26787.56,26632.65,Dow Jones Industrial Average
2019-07-01,26717.43,26805.86,26890.64,26616.21,Dow Jones Industrial Average
2019-06-28,26599.96,26605.93,26638.35,26522.27,Dow Jones Industrial Average
2019-06-27,26526.58,26523.72,26607.24,26465.32,Dow Jones Industrial Average
2019-06-26,26536.82,26599.42,26660.04,26536.33,Dow Jones Industrial Average
2019-06-25,26548.22,26731.61,26752.31,26527.66,Dow Jones Industrial Average
2019-06-24,26727.54,26727.61,26806.52,26723.37,Dow Jones Industrial Average
2019-06-21,26719.13,26749.12,26907.37,26705.87,Dow Jones Industrial Average
2019-06-20,26753.17,26665.38,26798.63,26539.69,Dow Jones Industrial Average
2019-06-19,26504.0,26490.16,26569.75,26415.05,Dow Jones Industrial Average
2019-06-18,26465.54,26228.88,26527.19,26227.76,Dow Jones Industrial Average
2019-06-17,26112.53,26108.53,26165.78,26049.8,Dow Jones Industrial Average
2019-06-14,26089.61,26076.36,26162.28,25988.09,Dow Jones Industrial Average
2019-06-13,26106.77,26036.94,26146.91,25995.71,Dow Jones Industrial Average
2019-06-12,26004.83,26040.3,26082.1,25958.66,Dow Jones Industrial Average
2019-06-11,26048.51,26180.59,26248.67,25998.87,Dow Jones Industrial Average
2019-06-10,26062.68,26090.22,26210.61,26054.31,Dow Jones Industrial Average
2019-06-07,25983.94,25768.72,26072.75,25768.72,Dow Jones Industrial Average
2019-06-06,25720.66,25567.45,25800.3,25518.05,Dow Jones Industrial Average
2019-06-05,25539.57,25451.0,25544.66,25373.58,Dow Jones Industrial Average
2019-06-04,25332.18,24962.82,25343.77,24962.82,Dow Jones Industrial Average
2019-06-03,24819.78,24830.16,24935.21,24680.57,Dow Jones Industrial Average
2019-05-31,24815.04,25046.31,25046.31,24809.51,Dow Jones Industrial Average
2019-05-30,25169.88,25139.94,25218.54,25066.75,Dow Jones Industrial Average
2019-05-29,25126.41,25231.46,25231.46,24938.24,Dow Jones Industrial Average
2019-05-28,25347.77,25616.55,25717.63,25342.28,Dow Jones Industrial Average
2019-05-24,25585.69,25551.07,25670.81,25496.2,Dow Jones Industrial Average
2019-05-23,25490.47,25657.99,25657.99,25328.09,Dow Jones Industrial Average
2019-05-22,25776.61,25818.46,25878.21,25755.11,Dow Jones Industrial Average
2019-05-21,25877.33,25782.34,25898.27,25779.61,Dow Jones Industrial Average
2019-05-20,25679.9,25655.31,25751.71,25560.55,Dow Jones Industrial Average
2019-05-17,25764.0,25719.95,25948.74,25657.78,Dow Jones Industrial Average
2019-05-16,25862.68,25692.14,25957.63,25692.14,Dow Jones Industrial Average
2019-05-15,25648.02,25400.13,25724.89,25341.94,Dow Jones Industrial Average
2019-05-14,25532.05,25384.03,25688.96,25384.03,Dow Jones Industrial Average
2019-05-13,25324.99,25568.06,25568.06,25222.51,Dow Jones Industrial Average
2019-05-10,25942.37,25763.72,26019.32,25469.86,Dow Jones Industrial Average
2019-05-09,25828.36,25878.85,25884.89,25517.39,Dow Jones Industrial Average
2019-05-08,25967.33,25933.79,26118.1,25889.41,Dow Jones Industrial Average
2019-05-07,25965.09,26276.9,26276.9,25789.71,Dow Jones Industrial Average
2019-05-06,26438.48,26160.62,26476.27,26033.95,Dow Jones Industrial Average
2019-05-03,26504.95,26379.14,26534.96,26370.09,Dow Jones Industrial Average
2019-05-02,26307.79,26407.15,26454.69,26180.36,Dow Jones Industrial Average
2019-05-01,26430.14,26639.06,26689.39,26426.38,Dow Jones Industrial Average
2019-04-30,26592.91,26594.56,26614.04,26419.47,Dow Jones Industrial Average
2019-04-29,26554.39,26559.87,26602.54,26520.75,Dow Jones Industrial Average
2019-04-26,26543.33,26454.62,26543.56,26392.55,Dow Jones Industrial Average
2019-04-25,26462.08,26426.37,26536.48,26310.28,Dow Jones Industrial Average
2019-04-24,26597.05,26652.56,26680.58,26582.86,Dow Jones Industrial Average
2019-04-23,26656.39,26513.83,26695.96,26503.56,Dow Jones Industrial Average
2019-04-22,26511.05,26510.77,26553.05,26458.61,Dow Jones Industrial Average
2019-04-18,26559.54,26463.37,26602.42,26444.53,Dow Jones Industrial Average
2019-04-17,26449.54,26468.53,26501.02,26391.86,Dow Jones Industrial Average
2019-04-16,26452.66,26482.19,26530.71,26397.19,Dow Jones Industrial Average
