Date,Close/Last,Volume,Open,High,Low,Name
2022-02-14,95.46,437005.0,93.91,95.54,94.5,WTI Crude Oil
2022-02-11,93.1,518340.0,90.0,94.28,92.86,WTI Crude Oil
2022-02-10,89.88,455913.0,90.01,91.74,89.03,WTI Crude Oil
2022-02-09,89.66,408290.0,89.86,90.58,88.41,WTI Crude Oil
2022-02-08,89.36,429214.0,91.64,91.68,88.51,WTI Crude Oil
2022-02-07,91.32,463483.0,91.82,92.73,90.73,WTI Crude Oil
2022-02-04,92.31,392350.0,90.19,93.17,90.07,WTI Crude Oil
2022-02-03,90.27,443424.0,87.98,90.45,86.75,WTI Crude Oil
2022-02-02,88.26,432060.0,88.35,89.72,87.1,WTI Crude Oil
2022-02-01,88.2,354875.0,88.15,88.87,86.55,WTI Crude Oil
2022-01-31,88.15,335056.0,87.45,88.39,86.34,WTI Crude Oil
2022-01-28,86.82,419868.0,87.5,88.84,86.44,WTI Crude Oil
2022-01-27,86.61,411978.0,87.15,88.54,86.2,WTI Crude Oil
2022-01-26,87.35,442128.0,85.26,87.95,85.01,WTI Crude Oil
2022-01-25,85.6,492368.0,84.15,85.71,82.99,WTI Crude Oil
2022-01-24,83.31,495716.0,84.91,86.09,81.9,WTI Crude Oil
2022-01-21,85.14,488219.0,84.57,85.56,82.78,WTI Crude Oil
2022-01-20,86.9,17184.0,86.23,87.82,86.14,WTI Crude Oil
2022-01-19,86.96,74583.0,86.61,87.91,85.77,WTI Crude Oil
2022-01-18,85.43,140652.0,84.32,86.63,83.5,WTI Crude Oil
2022-01-14,83.82,338268.0,81.73,84.45,81.58,WTI Crude Oil
2022-01-13,82.12,326008.0,82.82,82.94,81.39,WTI Crude Oil
2022-01-12,82.64,385040.0,81.38,83.1,81.17,WTI Crude Oil
2022-01-11,81.22,442359.0,78.42,81.59,78.36,WTI Crude Oil
2022-01-10,78.23,356260.0,78.88,79.45,77.83,WTI Crude Oil
2022-01-07,78.9,383363.0,79.62,80.47,78.52,WTI Crude Oil
2022-01-06,79.46,457889.0,77.24,80.24,76.73,WTI Crude Oil
2022-01-05,77.85,379035.0,77.18,78.58,76.51,WTI Crude Oil
2022-01-04,76.99,354487.0,76.02,77.64,75.7,WTI Crude Oil
2022-01-03,76.08,299734.0,75.69,76.46,74.27,WTI Crude Oil
2021-12-31,75.21,220573.0,76.66,77.08,74.95,WTI Crude Oil
2021-12-30,76.99,219634.0,76.58,77.44,75.78,WTI Crude Oil
2021-12-29,76.56,271934.0,76.04,77.37,75.36,WTI Crude Oil
2021-12-28,75.98,239539.0,75.97,76.92,75.53,WTI Crude Oil
2021-12-27,75.57,253684.0,73.38,76.09,72.57,WTI Crude Oil
2021-12-23,73.79,253529.0,73.03,73.95,72.27,WTI Crude Oil
2021-12-22,72.76,295571.0,71.27,73.16,70.8,WTI Crude Oil
2021-12-21,71.12,343262.0,69.21,71.55,68.56,WTI Crude Oil
2021-12-20,68.23,20838.0,70.07,70.07,66.04,WTI Crude Oil
2021-12-17,70.86,55248.0,71.92,72.26,69.89,WTI Crude Oil
2021-12-16,72.38,121440.0,71.48,72.99,71.03,WTI Crude Oil
2021-12-15,70.87,271593.0,70.35,71.66,69.39,WTI Crude Oil
2021-12-14,70.73,330236.0,71.12,72.03,69.51,WTI Crude Oil
2021-12-13,71.29,362043.0,72.04,73.0,70.71,WTI Crude Oil
2021-12-10,71.67,359324.0,70.68,72.33,70.32,WTI Crude Oil
2021-12-09,70.94,358015.0,72.52,73.34,70.39,WTI Crude Oil
2021-12-08,72.36,433777.0,71.86,73.0,71.48,WTI Crude Oil
2021-12-07,72.05,455978.0,69.72,73.03,69.52,WTI Crude Oil
2021-12-06,69.49,381415.0,67.02,70.15,66.72,WTI Crude Oil
2021-12-03,66.26,429169.0,67.5,69.22,65.6,WTI Crude Oil
2021-12-02,66.5,647830.0,65.63,67.49,66.53,WTI Crude Oil
2021-12-01,65.57,577281.0,67.01,69.49,64.84,WTI Crude Oil
2021-11-30,66.18,695141.0,70.04,71.22,64.43,WTI Crude Oil
2021-11-29,69.95,654128.0,69.23,70.07,69.02,WTI Crude Oil
2021-11-26,68.15,825163.0,78.34,78.65,67.4,WTI Crude Oil
