Date,Open,High,Low,Close,Adj Close,Volume,Name
2006-04-10,546.0,548.0,541.359985,544.159973,544.159973,484738,United States Oil ETF
2006-04-11,546.559998,547.119995,538.400024,545.599976,545.599976,162138,United States Oil ETF
2006-04-12,545.76001,550.47998,542.47998,542.719971,542.719971,156038,United States Oil ETF
2006-04-13,540.0,551.919983,539.200012,550.559998,550.559998,70088,United States Oil ETF
2006-04-17,553.599976,559.200012,549.440002,558.320007,558.320007,114713,United States Oil ETF
2006-04-18,560.799988,568.400024,556.559998,566.0,566.0,115338,United States Oil ETF
2006-04-19,564.640015,577.280029,563.919983,574.799988,574.799988,98725,United States Oil ETF
2006-04-20,575.359985,577.280029,564.080017,568.719971,568.719971,105400,United States Oil ETF
2006-04-21,567.119995,585.840027,566.400024,582.47998,582.47998,133225,United States Oil ETF
2006-04-24,571.200012,579.599976,566.320007,568.080017,568.080017,130288,United States Oil ETF
2006-04-25,573.440002,574.47998,556.960022,565.119995,565.119995,356738,United States Oil ETF
2006-04-26,563.52002,566.799988,555.599976,556.320007,556.320007,112400,United States Oil ETF
2006-04-27,552.799988,556.640015,548.559998,549.599976,549.599976,79450,United States Oil ETF
2006-04-28,554.080017,564.0,551.919983,556.960022,556.960022,108513,United States Oil ETF
2006-05-01,561.200012,573.200012,560.0,572.0,572.0,69438,United States Oil ETF
2006-05-02,574.719971,581.52002,570.719971,578.719971,578.719971,108875,United States Oil ETF
2006-05-03,579.840027,579.840027,560.0,561.76001,561.76001,126875,United States Oil ETF
2006-05-04,554.960022,558.159973,538.23999,546.559998,546.559998,194688,United States Oil ETF
2006-05-05,546.400024,547.76001,541.440002,544.0,544.0,83900,United States Oil ETF
2006-05-08,537.039978,543.919983,530.400024,543.039978,543.039978,164038,United States Oil ETF
2006-05-09,543.919983,553.440002,542.080017,547.200012,547.200012,97875,United States Oil ETF
2006-05-10,546.559998,558.159973,539.840027,558.159973,558.159973,88063,United States Oil ETF
2006-05-11,568.0,568.400024,559.359985,562.400024,562.400024,129438,United States Oil ETF
2006-05-12,563.52002,563.52002,552.320007,552.880005,552.880005,75950,United States Oil ETF
2006-05-15,539.76001,542.159973,531.599976,533.039978,533.039978,83738,United States Oil ETF
2006-05-16,536.559998,543.200012,530.47998,533.599976,533.599976,100250,United States Oil ETF
2006-05-17,533.359985,534.0,523.119995,525.599976,525.599976,102838,United States Oil ETF
2006-05-18,525.440002,534.320007,520.799988,533.919983,533.919983,82088,United States Oil ETF
2006-05-19,528.0,531.679993,521.200012,524.559998,524.559998,101513,United States Oil ETF
2006-05-22,519.119995,532.559998,519.119995,530.23999,530.23999,96213,United States Oil ETF
2006-05-23,538.0,547.359985,537.679993,542.159973,542.159973,78863,United States Oil ETF
2006-05-24,537.679993,543.440002,528.400024,528.799988,528.799988,50088,United States Oil ETF
2006-05-25,533.440002,543.039978,530.47998,542.400024,542.400024,37538,United States Oil ETF
2006-05-26,539.679993,545.840027,538.640015,542.0,542.0,33688,United States Oil ETF
2006-05-30,549.76001,552.640015,545.76001,546.559998,546.559998,61175,United States Oil ETF
2006-05-31,541.119995,543.280029,532.640015,541.840027,541.840027,58963,United States Oil ETF
2006-06-01,534.719971,546.0,532.080017,534.559998,534.559998,115350,United States Oil ETF
2006-06-02,542.080017,553.200012,540.400024,551.200012,551.200012,55438,United States Oil ETF
2006-06-05,557.52002,558.23999,547.52002,549.919983,549.919983,49150,United States Oil ETF
2006-06-06,544.719971,551.599976,542.400024,550.080017,550.080017,22475,United States Oil ETF
2006-06-07,546.159973,546.640015,536.080017,538.23999,538.23999,45000,United States Oil ETF
2006-06-08,532.23999,536.960022,526.47998,536.960022,536.960022,38538,United States Oil ETF
2006-06-09,540.0,545.599976,540.0,544.559998,544.559998,42750,United States Oil ETF
2006-06-12,547.119995,547.119995,534.880005,536.640015,536.640015,26650,United States Oil ETF
2006-06-13,527.52002,529.840027,521.039978,521.440002,521.440002,75338,United States Oil ETF
2006-06-14,524.080017,527.280029,520.0,526.320007,526.320007,41675,United States Oil ETF
2006-06-15,530.799988,532.159973,527.599976,529.280029,529.280029,38588,United States Oil ETF
2006-06-16,527.76001,531.76001,522.0,530.0,530.0,27338,United States Oil ETF
2006-06-19,526.559998,526.880005,519.919983,524.320007,524.320007,23500,United States Oil ETF
2006-06-20,527.280029,529.599976,519.359985,522.320007,522.320007,27050,United States Oil ETF
2006-06-21,522.719971,533.840027,520.23999,530.799988,530.799988,30100,United States Oil ETF
2006-06-22,533.52002,536.23999,529.52002,536.0,536.0,29675,United States Oil ETF
2006-06-23,531.440002,537.679993,530.960022,535.119995,535.119995,14888,United States Oil ETF
2006-06-26,533.359985,542.799988,532.0,541.599976,541.599976,23000,United States Oil ETF
2006-06-27,545.039978,547.359985,541.039978,544.640015,544.640015,43425,United States Oil ETF
2006-06-28,543.76001,549.76001,540.719971,546.47998,546.47998,30038,United States Oil ETF
2006-06-29,546.799988,556.719971,546.47998,556.080017,556.080017,59875,United States Oil ETF
2006-06-30,556.080017,560.159973,555.440002,558.159973,558.159973,32425,United States Oil ETF
2006-07-03,561.679993,562.960022,559.440002,559.440002,559.440002,21013,United States Oil ETF
2006-07-05,559.119995,569.200012,558.23999,568.0,568.0,62050,United States Oil ETF
2006-07-06,566.400024,568.799988,561.599976,566.159973,566.159973,42113,United States Oil ETF
2006-07-07,571.440002,572.0,558.159973,558.799988,558.799988,51913,United States Oil ETF
2006-07-10,556.559998,558.799988,541.119995,556.47998,556.47998,24588,United States Oil ETF
2006-07-11,562.47998,564.799988,559.919983,560.640015,560.640015,29713,United States Oil ETF
2006-07-12,563.200012,569.119995,558.880005,569.119995,569.119995,78913,United States Oil ETF
2006-07-13,574.0,586.320007,574.0,586.0,586.0,203250,United States Oil ETF
2006-07-14,593.200012,596.799988,585.359985,585.76001,585.76001,207300,United States Oil ETF
2006-07-17,581.840027,585.679993,572.159973,573.200012,573.200012,125988,United States Oil ETF
2006-07-18,579.599976,583.039978,561.039978,566.0,566.0,132500,United States Oil ETF
2006-07-19,562.0,564.159973,549.280029,558.799988,558.799988,109563,United States Oil ETF
2006-07-20,561.200012,562.799988,550.799988,552.799988,552.799988,71088,United States Oil ETF
2006-07-21,557.840027,561.599976,552.159973,556.159973,556.159973,63025,United States Oil ETF
2006-07-24,552.0,561.440002,549.599976,561.359985,561.359985,49263,United States Oil ETF
2006-07-25,563.359985,563.52002,549.679993,552.0,552.0,136013,United States Oil ETF
2006-07-26,551.280029,558.400024,549.76001,553.359985,553.359985,60150,United States Oil ETF
2006-07-27,558.23999,559.359985,553.440002,557.440002,557.440002,45925,United States Oil ETF
2006-07-28,552.400024,554.0,543.200012,548.0,548.0,141188,United States Oil ETF
2006-07-31,550.23999,557.440002,546.0,556.159973,556.159973,60813,United States Oil ETF
2006-08-01,559.200012,564.0,556.799988,561.200012,561.200012,56638,United States Oil ETF
2006-08-02,565.359985,571.359985,564.47998,568.960022,568.960022,95188,United States Oil ETF
2006-08-03,559.76001,565.840027,558.400024,564.47998,564.47998,61538,United States Oil ETF
2006-08-04,564.080017,564.080017,554.640015,558.47998,558.47998,38013,United States Oil ETF
2006-08-07,568.719971,577.119995,567.200012,576.0,576.0,171888,United States Oil ETF
2006-08-08,572.0,578.719971,569.599976,570.400024,570.400024,52450,United States Oil ETF
2006-08-09,571.200012,576.799988,567.52002,569.359985,569.359985,61025,United States Oil ETF
2006-08-10,563.679993,564.320007,553.76001,556.799988,556.799988,112675,United States Oil ETF
2006-08-11,557.840027,559.200012,553.359985,557.840027,557.840027,37738,United States Oil ETF
2006-08-14,548.799988,550.960022,545.52002,548.719971,548.719971,45688,United States Oil ETF
2006-08-15,550.719971,553.039978,545.440002,545.679993,545.679993,29825,United States Oil ETF
2006-08-16,543.52002,546.159973,536.159973,536.799988,536.799988,91538,United States Oil ETF
2006-08-17,530.719971,532.159973,525.599976,528.400024,528.400024,114500,United States Oil ETF
2006-08-18,530.23999,532.0,522.0,529.440002,529.440002,79688,United States Oil ETF
2006-08-21,535.280029,539.679993,532.0,539.359985,539.359985,119850,United States Oil ETF
2006-08-22,538.400024,540.080017,534.640015,536.400024,536.400024,73800,United States Oil ETF
2006-08-23,532.799988,534.400024,523.599976,528.0,528.0,91050,United States Oil ETF
2006-08-24,526.960022,534.0,525.840027,534.0,534.0,51025,United States Oil ETF
2006-08-25,540.0,542.400024,532.400024,532.400024,532.400024,118675,United States Oil ETF
2006-08-28,524.159973,524.47998,516.559998,519.039978,519.039978,134500,United States Oil ETF
2006-08-29,514.080017,516.960022,510.399994,513.52002,513.52002,121275,United States Oil ETF
2006-08-30,514.640015,518.799988,505.600006,518.799988,518.799988,141625,United States Oil ETF
2006-08-31,514.400024,518.47998,510.640015,518.400024,518.400024,90200,United States Oil ETF
2006-09-01,518.0,518.400024,508.320007,510.0,510.0,73950,United States Oil ETF
2006-09-05,506.959991,508.399994,502.880005,506.480011,506.480011,92575,United States Oil ETF
2006-09-06,501.440002,507.119995,497.359985,497.600006,497.600006,125950,United States Oil ETF
2006-09-07,498.640015,499.279999,492.23999,495.119995,495.119995,119538,United States Oil ETF
2006-09-08,496.320007,496.959991,486.640015,487.200012,487.200012,171100,United States Oil ETF
2006-09-11,481.440002,486.799988,476.959991,480.23999,480.23999,199150,United States Oil ETF
2006-09-12,480.480011,482.480011,469.200012,470.079987,470.079987,182500,United States Oil ETF
2006-09-13,471.920013,475.440002,467.839996,472.0,472.0,207600,United States Oil ETF
2006-09-14,470.959991,472.399994,462.160004,465.200012,465.200012,162438,United States Oil ETF
2006-09-15,462.079987,465.600006,455.440002,464.320007,464.320007,257363,United States Oil ETF
2006-09-18,466.320007,471.76001,460.0,466.559998,466.559998,186050,United States Oil ETF
2006-09-19,468.480011,471.600006,449.839996,450.0,450.0,256363,United States Oil ETF
2006-09-20,445.440002,451.279999,439.279999,440.399994,440.399994,417375,United States Oil ETF
2006-09-21,442.799988,447.600006,439.920013,447.119995,447.119995,260925,United States Oil ETF
2006-09-22,448.399994,450.23999,436.399994,437.119995,437.119995,244425,United States Oil ETF
2006-09-25,434.320007,450.399994,432.480011,445.359985,445.359985,231850,United States Oil ETF
2006-09-26,443.359985,449.600006,439.76001,443.359985,443.359985,197750,United States Oil ETF
2006-09-27,446.959991,457.600006,436.480011,457.279999,457.279999,237500,United States Oil ETF
2006-09-28,457.600006,464.0,452.799988,453.200012,453.200012,165588,United States Oil ETF
2006-09-29,452.399994,456.959991,446.399994,456.0,456.0,114363,United States Oil ETF
2006-10-02,453.600006,455.200012,442.0,442.480011,442.480011,99500,United States Oil ETF
2006-10-03,436.959991,439.200012,424.880005,425.920013,425.920013,233350,United States Oil ETF
2006-10-04,428.399994,433.600006,419.679993,432.320007,432.320007,244038,United States Oil ETF
2006-10-05,441.279999,441.920013,432.0,436.720001,436.720001,190500,United States Oil ETF
2006-10-06,434.799988,436.880005,427.600006,434.799988,434.799988,160975,United States Oil ETF
2006-10-09,436.880005,445.040009,435.359985,436.799988,436.799988,197988,United States Oil ETF
2006-10-10,432.559998,434.720001,427.279999,429.359985,429.359985,197000,United States Oil ETF
2006-10-11,429.200012,431.679993,421.200012,421.200012,421.200012,187400,United States Oil ETF
2006-10-12,422.399994,427.440002,420.160004,427.440002,427.440002,244500,United States Oil ETF
2006-10-13,429.76001,434.880005,428.160004,429.200012,429.200012,229175,United States Oil ETF
2006-10-16,428.480011,438.399994,424.880005,437.76001,437.76001,188400,United States Oil ETF
2006-10-17,439.920013,439.920013,429.76001,431.920013,431.920013,148650,United States Oil ETF
2006-10-18,429.920013,435.679993,420.399994,422.799988,422.799988,202425,United States Oil ETF
2006-10-19,424.160004,432.880005,421.279999,431.200012,431.200012,137213,United States Oil ETF
2006-10-20,431.920013,432.0,420.480011,422.0,422.0,180525,United States Oil ETF
2006-10-23,415.600006,419.440002,413.679993,418.959991,418.959991,217038,United States Oil ETF
2006-10-24,416.640015,424.23999,416.320007,422.720001,422.720001,145513,United States Oil ETF
2006-10-25,423.279999,438.0,422.720001,437.600006,437.600006,287650,United States Oil ETF
2006-10-26,437.76001,438.480011,428.0,429.200012,429.200012,169438,United States Oil ETF
2006-10-27,431.279999,433.839996,426.720001,432.0,432.0,144238,United States Oil ETF
2006-10-30,425.119995,426.23999,414.880005,415.839996,415.839996,378050,United States Oil ETF
2006-10-31,411.519989,418.23999,406.559998,416.799988,416.799988,480038,United States Oil ETF
2006-11-01,417.040009,422.559998,411.600006,416.959991,416.959991,424388,United States Oil ETF
2006-11-02,413.920013,420.0,410.880005,412.0,412.0,326988,United States Oil ETF
